,Title,Abstract
10,Comparative genome analyses suggest a hemibiotrophic lifestyle and virulence differences for the beech bark disease fungal pathogens Neonectria faginata and Neonectria coccinea,"Neonectria faginata and Neonectria coccinea are the causal agents of the insect-fungus disease complex known as beech bark disease (BBD), known to cause mortality in beech forest stands in North America and Europe. These fungal species have been the focus of extensive ecological and disease management studies, yet less progress has been made toward generating genomic resources for both microand macro-evolutionary studies. Here, we report a 42.1 and 42.7 mb highly contiguous genome assemblies of N. faginata and N. coccinea, respectively, obtained using Illumina technology. These species share similar gene number counts (12,941 and 12,991) and percentages of predicted genes with assigned functional categories (64 and 65%). Approximately 32% of the predicted proteomes of both species are homologous to proteins involved in pathogenicity, yet N. coccinea shows a higher number of predicted mitogen-activated protein kinase genes, virulence determinants possibly contributing to differences in disease severity between N. faginata and N. coccinea. A wide range of genes encoding for carbohydrate-active enzymes capable of degradation of complex plant polysaccharides and a small number of predicted secretory effector proteins, secondary metabolite biosynthesis clusters and cytochrome oxidase P450 genes were also found. This arsenal of enzymes and effectors correlates with, and reflects, the hemibiotrophic lifestyle of these two fungal pathogens. Phylogenomic analysis and timetree estimations indicated that the N. faginata and N. coccinea species divergence may have occurred at _4.1 million years ago. Differences were also observed in the annotated mitochondrial genomes as they were found to be 81.7 kb (N. faginata) and 43.2 kb (N. coccinea) in size. The mitochondrial DNA expansion observed in N. faginata is attributed to the invasion of introns into diverse intra- and intergenic locations. These first draft genomes of N. faginata and N. coccinea serve as valuable tools to increase our understanding of basic genetics, evolutionary mechanisms and molecular physiology of these two nectriaceous plant pathogenic species. © 2021 Genetics Society of America. All rights reserved."
11,How does the Emerald Ash Borer (Agrilus planipennis) affect ecosystem services and biodiversity components in invaded areas?,"Environmental risk assessment (ERA) is an important component of risk analysis for plant pests and invasive alien species (IAS), and a standardized and consistent methodology has recently been developed for evaluating their impact on ecosystem services and biodiversity. This paper presents the application of this innovative methodology for ERA to Agrilus planipennis, the emerald ash borer, which causes significant mortality to Fraxinus (ash) species in forests and urban areas of North America (here: USA and Canada, excluding Mexico) and Russia. The methodology follows a retrospective analysis and summarizes information and observations in invaded areas in North America and Russia. Uncertainty distributions were elicited to define quantitatively a general pattern of the environmental impact in terms of reduction in ecosystem provisioning, supporting and regulating services, and biodiversity components. The environmental impacts of A. planipennis are time- and context-dependent, therefore two time horizons of 5 and 20 years after introduction and two ecosystems (urban and forest) were considered. This case study shows that the quantitative assessment of environmental impacts for IAS is both possible and helpful for decision-makers and risk managers who have to balance control costs against potential impacts of IAS. © 2021 The Authors. EPPO Bulletin published by John Wiley & Sons Ltd on behalf of European and Mediterranean Plant Protection Organization."
12,Host density dependence and environmental factors affecting laurel wilt disease incidence,"Host size, density, and distribution, in addition to climate, can affect the likelihood a pathogen will invade and saturate landscapes. Laurel wilt, caused by the vector-borne pathogen Raffaelea lauricola, has devastated populations of native Lauraceae in the south-eastern USA, and continues to spread. We surveyed 87 plots in six coastal islands in South Carolina, Georgia, and north Florida, and one inland site (Archbold Biological Station) in south Florida for laurel wilt-affected and unaffected individual plants belonging to the genus Persea. The coastal island sites were surveyed once in 2008 or 2009, and the inland site was surveyed eight times from 2011 to 2013. Disease incidence per plot ranged from 0% to 96%, with mean disease incidence 42% across all sites. Disease incidence was positively correlated with trunk diameter and with density of hosts with trunk diameter >5 cm, but negatively correlated with the degree of clustering, which was highest for small trees. A recursive partitioning model indicated that higher disease incidence was associated with moderate temperatures, wider trunk diameter, lower relative humidity, and lower wind speeds. Disease progress over time at Archbold followed a Gompertz curve, plateauing at 3% in 2 years. The dispersal kernel for disease incidence from a focus followed a negative exponential distribution. The number of plots with diseased trees at Archbold was similar for redbay (P. borbonia) and swampbay (P. palustris) but was lower for silkbay (P. humilis). Understanding how host density, size, and diversity interact with environmental effects will help guide future risk prediction efforts. © 2020 British Society for Plant Pathology"
13,Save Our Species: A Blueprint for Restoring Butternut (Juglans cinerea) across Eastern North America,"Butternut is a relatively uncommon hardwood tree native to eastern North America. The species' abundance has declined over the past 50 years, primarily because of an invasive pathogen (Ophiognomonia clavigignenti-juglandacearum [Oc-j]) and loss of suitable habitat for regeneration. Although genetic diversity of butternut is highest along the southern range edge, genetic diversity rangewide is fairly high, except in small and isolated populations. Although there is little evidence for even moderate resistance in native butternut, hybrids with Japanese walnut, a closely related species, display enough tolerance to infection to persist on the landscape and bear abundant nut crops year after year. Cryostorage of native embryogenic axes has yielded promising initial results as a strategy for gene conservation, but additional action is needed to conserve the remaining native gene pool. We describe a strategy for canker-resistance breeding in butternut using naturally occurring hybrids, hybrids in research orchards, and sources of native trees from as many regions as possible. Forest managers are encouraged to find surviving trees and collect seed for planting in suitable habitat to develop actionable knowledge that will enable the restoration of butternut with enough resistance to be self-sustaining on the landscape. © 2020 Published by Oxford University Press on behalf of the Society of American Foresters."
14,Factors influencing efficacy of an area-wide pest management program in three urban forests,"Managing exotic invasive pests like emerald ash borer can strain budgets and the capacity of cities to protect their urban forest. Area-wide management approaches, like SLAM (SL.ow A.sh M.ortality), can potentially protect trees at a greatly reduced cost. We tested this strategy in three urban forests in Indiana by treating 40 % of the ash trees with insecticides. While the urban SLAM approach reduced overall mortality of untreated ash trees, survivorship varied considerably between sites. SLAM was most successful (54 % survival) where initially < 10 % of the ash trees were moribund (canopy thinning > 30 %) and 40 % of all trees were treated with emamectin benzoate every two years. The approach was less successful (38 % survival) in a site with similar initial ash morbidity but where 15 % of trees were treated with emamectin benzoate and 25 % with annual applications of imidacloprid. In the third site, where 51 % of ash forest were initially moribund and 40 % of the ash trees were treated, only 23 % survived. Overall survival of treated ash trees declined by 18–22 %, and trees that were not moribund were most likely to survive. Although many treated trees that were initially moribund regained their health by the end of the project, this was not the case for untreated ash trees. Where SLAM was most successful, both untreated and treated white ash were more likely to survive than green ash trees. Untreated ash trees at all three sites were more likely to survive when closer to trees treated with emamectin benzoate, but not to those treated with imidacloprid. Our findings suggest that the SLAM approach can protect urban ash trees, but its success is strongly influenced by initial tree condition, species composition and proximity to treated ash trees. © 2020 Elsevier GmbH"
15,"Origin of non-native Xylosandrus germanus, an invasive pest ambrosia beetle in Europe and North America","Abstract: Xyleborine ambrosia beetles (Coleoptera: Scolytinae: Xyleborini) are among the most important and destructive pests in forests, tree nurseries and plantations worldwide. Their cryptic lifestyle, fungal mutualism, inbreeding and broad host range have predisposed them to become remarkably successful invaders and colonize novel habitats across the world. The black timber bark beetle, Xylosandrus germanus (Blandford), is native to East Asia, but now established in North America and Europe. It is an economically significant invasive pest in North American nurseries and orchards, and European forests. Managing and preventing the spread of exotic species such as X. germanus requires an understanding of invasion pathways and mechanisms associated with their source populations. In this study, we sequenced the mitochondrial gene COI and nuclear gene ArgK from six native and 24 non-native X. germanus populations to identify their origins. The genetic structure of X. germanus in non-native habitats is highly uniform and points to introductions from Honshu and/or Hokkaido, Japan. However, different haplotypes of the inferred Japanese source lineage, which dominate in North America and Europe today, together with temporal incidence of records of X. germanus indicate that these continents were invaded independently. While European populations were probably introduced only once prior to 1951, the genetic pattern of North American populations suggests that X. germanus was introduced several times. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature."
16,Comparative Transcriptomics and RNA-Seq-Based Bulked Segregant Analysis Reveals Genomic Basis Underlying Cronartium ribicola vcr2 Virulence,"Breeding programs of five-needle pines have documented both major gene resistance (MGR) and quantitative disease resistance (QDR) to Cronartium ribicola (Cri), a non-native, invasive fungal pathogen causing white pine blister rust (WPBR). WPBR is one of the most deadly forest diseases in North America. However, Cri virulent pathotypes have evolved and can successfully infect and kill trees carrying resistance (R) genes, including vcr2 that overcomes MGR conferred by the western white pine (WWP, Pinus monticola) R gene (Cr2). In the absence of a reference genome, the present study generated a vcr2 reference transcriptome, consisting of about 20,000 transcripts with 1,014 being predicted to encode secreted proteins (SPs). Comparative profiling of transcriptomes and secretomes revealed vcr2 was significantly enriched for several gene ontology (GO) terms relating to oxidation-reduction processes and detoxification, suggesting that multiple molecular mechanisms contribute to pathogenicity of the vcr2 pathotype for its overcoming Cr2. RNA-seq-based bulked segregant analysis (BSR-Seq) revealed genome-wide DNA variations, including about 65,617 single nucleotide polymorphism (SNP) loci in 7,749 polymorphic genes shared by vcr2 and avirulent (Avcr2) pathotypes. An examination of the distribution of minor allele frequency (MAF) uncovered a high level of genomic divergence between vcr2 and Avcr2 pathotypes. By integration of extreme-phenotypic genome-wide association (XP-GWAS) analysis and allele frequency directional difference (AFDD) mapping, we identified a set of vcr2-associated SNPs within functional genes, involved in fungal virulence and other molecular functions. These included six SPs that were top candidate effectors with putative activities of reticuline oxidase, proteins with common in several fungal extracellular membrane (CFEM) domain or ferritin-like domain, polysaccharide lyase, rds1p-like stress responsive protein, and two Cri-specific proteins without annotation. Candidate effectors and vcr2-associated genes provide valuable resources for further deciphering molecular mechanisms of virulence and pathogenicity by functional analysis and the subsequent development of diagnostic tools for monitoring the virulence landscape in the WPBR pathosystems. © Copyright © 2021 Liu, Sniezko, Zamany, Williams, Omendja, Kegley and Savin."
17,Laurel wilt: Current and potential impacts and possibilities for prevention and management,"In recent years, outbreaks of nonnative invasive insects and pathogens have caused significant levels of tree mortality and disturbance in various forest ecosystems throughout the United States. Laurel wilt, caused by the pathogen Raffaelea lauricola (T.C. Harr., Fraedrich and Aghayeva) and the primary vector, the redbay ambrosia beetle (Xyleborus glabratus Eichhoff), is a nonnative pest-disease complex first reported in the southeastern United States in 2002. Since then, it has spread across eleven southeastern states to date, killing hundreds of millions of trees in the plant family Lauraceae. Here, we examine the impacts of laurel wilt on selected vulnerable Lauraceae in the United States and discuss management methods for limiting geographic expansion and reducing impact. Although about 13 species belonging to the Lauraceae are indigenous to the United States, the highly susceptible members of the family to laurel wilt are the large tree species including redbay (Persea borbonia (L.) Spreng) and sassafras (Sassafras albidum (Nutt.) Nees), with a significant economic impact on the commercial production of avocado (Persea americana Mill.), an important species native to Central America grown in the United States. Preventing new introductions and mitigating the impact of previously introduced nonnative species are critically important to decelerate losses of forest habitat, genetic diversity, and overall ecosystem value. © 2021 by the authors."
18,Biosurveillance for invasive insect pest species using an environmental DNA metabarcoding approach and a high salt trap collection fluid,"With the increase in global trade and warming patterns, the movement, introduction, and establishment of non-native insect species has increased. A rapid and effective early detection biosurveillance program to identify species of concern is needed to reduce future impacts and costs associated with introduced non-native species. One of the challenges facing insect surveillance trapping methods is the sheer volume of individual specimens in the collections. Although molecular identification methods are improving, they currently have limitations (e.g., destructive processing of specimens) and a protocol addressing these limitations can support regulatory applications that need morphological evidence to corroborate molecular data. The novel protocol presented here uses a metabarcoding approach to amplify environmental DNA from a saturated salt solution trap fluid, which retains trap specimens for downstream morphological identifications. The use of a saturated salt solution to preserve specimens in traps addresses issues with the high evaporation rate of ethanol in traps, and public safety concerns with other fluid preservation options with unattended traps in public settings. Using a metabarcoding approach, a 407-nucleotide segment of the cytochrome c oxidase subunit 1 (COI) animal barcode region was successfully amplified from Lindgren funnel trap collection fluids. These traps were placed in forested areas to survey for wood-boring beetles of regulatory concern. Our results displayed successful amplification of target taxa, including the molecular identification of the Japanese Beetle Popillia japonica, a species regulated in Canada. A second species, Anisandrus maiche, recently introduced to North America, was identified in every trap. The genus Lymantria, which contains numerous species of concern to North American woodlands, was also detected. Also, there were six other species identified of interest due to their potential impacts on native and crop flora and fauna. Our results show how this protocol can be used as an efficient method for the surveillance of insects using a trap with a saturated salt solution and eDNA metabarcoding to detect species of regulatory concern. © 2020 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd"
19,Climate-related geographical variation in performance traits across the invasion front of a widespread non-native insect,"Aim: Invasive species are ideal systems for testing geographical differences in performance traits and measuring evolutionary responses as a species spreads across divergent climates and habitats. The European gypsy moth, Lymantria dispar dispar L. (Lepidoptera: Erebidae), is a generalist forest defoliator introduced to Medford, Massachusetts, USA in 1869. The invasion front extends from Minnesota to North Carolina and the ability of this species to adapt to local climate may contribute to its continuing spread. We evaluated the performance of populations along the climatic gradient of the invasion front to test for a relationship between climate and ecologically important performance traits. Location: Eastern United States of America. Taxon: Lymantria dispar dispar L. (Lepidoptera: Erebidae). Methods: Insects from 14 populations across the US invasion front and interior of the invasive range were reared from hatch to adult emergence in six constant temperature treatments. The responses of survival, pupal mass and larval development time were analysed as a function of source climate (annual mean normal temperature), rearing temperature and their interaction using multiple polynomial regression. Results: With the exception of female development time, there were no significant interactions between source climate and rearing temperature, indicating little divergence in the shape of thermal reaction norms among populations. Source population and rearing temperature were significant predictors of survival and pupal mass. Independent of rearing temperature, populations from warmer climates had lower survival than those from colder climates, but attained larger body size despite similar development times. Larval development time was dependent on rearing temperature, but there were not consistent relationships with source climate. Main Conclusions: Thermal adaptation can be an important factor shaping the spread of invasive species, particularly in the context of climate change. Our results suggest that L. d. dispar is highly plastic, but has undergone climate-related adaptation in thermal performance and life-history traits as it spread across North America. © 2020 John Wiley & Sons Ltd"
20,Phylogeography of the wide-host range panglobal plant pathogen Phytophthora cinnamomi,"Various hypotheses have been proposed regarding the origin of the plant pathogen Phytophthora cinnamomi. P. cinnamomi is a devastating, highly invasive soilborne pathogen associated with epidemics of agricultural, horticultural and forest plantations and native ecosystems worldwide. We conducted a phylogeographic analysis of populations of this pathogen sampled in Asia, Australia, Europe, southern and northern Africa, South America, and North America. Based on genotyping-by-sequencing, we observed the highest genotypic diversity in Taiwan and Vietnam, followed by Australia and South Africa. Mating type ratios were in equal proportions in Asia as expected for a sexual population. Simulations based on the index of association suggest a partially sexual, semi-clonal mode of reproduction for the Taiwanese and Vietnamese populations while populations outside of Asia are clonal. Ancestral area reconstruction provides new evidence supporting Taiwan as the ancestral area, given our sample, indicating that this region might be near or at the centre of origin for this pathogen as speculated previously. The Australian and South African populations appear to be a secondary centre of diversity following migration from Taiwan or Vietnam. Our work also identified two panglobal, clonal lineages PcG1-A2 and PcG2-A2 of A2 mating type found on all continents. Further surveys of natural forests across Southeast Asia are needed to definitively locate the actual centre of origin of this important plant pathogen. © 2021 Commonwealth of Australia. Molecular Ecology © 2021 John Wiley & Sons Ltd. This article has been contributed to by US Government employees and their work is in the public domain in the USA."
21,Forest insects and the binary power law,"Hughes and Madden's binary power law was used to analyse sample data of three life stages of gypsy moth (Lymantria dispar) and adult emerald ash borer (Agrilus planipennis), both important invasive forest pests in North America. Tally thresholds were used to convert quantitative gypsy moth data to binomial, presence–absence data for binary power law analysis. Presence–absence data from two emerald ash borer surveys were analysed, an initial highly intensive and expensive survey expanding out from the point of introduction in Michigan and a second extensive survey designed to detect and track the leading edge of the beetle's expanding range. Emerald ash borer was found to be moderately aggregated in the initial survey data, but very near to random in the leading edge survey. The latter result is consistent with other findings that spatial distribution is less aggregated at range edges than near the centre of the range. Estimates of the proportion of positive observations in the initial intensive survey were found to be more precise than those obtained in the leading edge survey. Comparisons of binomial power law estimates and Taylor's power law estimates of the gypsy moth data suggest the possibility of a fundamental connection between the two power laws. A possible connection, the effect of tally thresholds and their relationship with sampling efficiency are discussed. © 2021 The Royal Entomological Society"
